,id,lastFundingIndex,margin,lastPrice,size,account,marketKey
367,49875,194657,50500000000000000851,1251363951170000000000,80711930294593384,0x295f89f02a72948f8d9a5af1c7200b647f7a9bba,sETH
557,48857,190567,51000000000000000321,1224464061120000000000,83301750732236305,0xb5cc32b2dac4f6c3688b18d3c49708ec3f4d9454,sETH
351,47427,184769,102999040000000000195,1224180000000000000000,84383015569605776,0x24084a92f3055a046927e5a1549ea8b6535a207f,sETH
836,48012,187123,98680000000000000543,1181415000000000000000,83526957081127292,0x71513be4938b3a5db30927e4ffbc96cbc19244bb,sETH
124,43604,168966,100619353617010535759,1578230000000000000000,-63946395631144611,0xfff73c29324df6e6a9436a16601d2b900625659b,sETH
174,43672,169250,53809523809523810532,1579310000000000000000,-71550233962933179,0x467a2b08e69bd0b68249222c0b0d29ccde478858,sETH
188,43696,169347,104700000000000000001,1590980000000000000000,-62854341349357000,0x67b41a24604c48dad4afe17799690ad873903476,sETH
193,43701,169367,101000000000000000924,1593940000000000000000,63364994918252882,0x8b14ddad054cb59c48c0fce3880865b1f1810a61,sETH
233,43753,169583,103560000000000000043,1582165000000000000000,65454614404945122,0x7e206448094182d3589a20dc4ac5bc6dcd951087,sETH
247,43767,169643,103140000000000000565,1586930000000000000000,64993414958441771,0xa201e4722e9b3fcc5eb6a39b502f84fefef7e3be,sETH
248,43768,169648,102050000000000001550,1586930000000000000000,64306554164329869,0x3ff3aa7e778fb9e0ddb4fc6972e9ecb8199c35c6,sETH
252,43773,169671,103979380457841633620,1592280000000000000000,65407744760083536,0xfa8d8662d8d16a8402a6142317dbdaa87ce06a97,sETH
257,43781,169701,102590000000000000113,1592280000000000000000,64429622930640339,0x627aacf37d0e753fabeb24749b5fe35b336db600,sETH
260,43785,169718,102640000000000000697,1592280000000000000000,64461024442937171,0x8bd2baf8fdc2205bb5f2687378334cd0771e6fa8,sETH
262,43787,169725,101340000000000000695,1589640000000000000000,63750283082962180,0x0d5d5e22e49e208c870f86ad8f73e762ac47f09b,sETH
265,43790,169737,101620000000000001001,1589640000000000000000,63926423592763141,0xca7b71eac43e2d932b28bb14535905a24a500c4e,sETH
386,43958,170446,103900000000000000554,1570350662290000000000,66163566198956756,0xed6e9f0e4a7d5d09cc270b42e792b7efbd67560c,sETH
636,46582,181438,101490000000000000135,1255032300000000000000,80866444632540533,0xb7db099ad8e30fc0cc008f64ae22dd361e2eb2d4,sETH
881,46876,182600,100000000000000000467,1265575342460000000000,79015445896426840,0x552552931ceb551a80be883816e6d9986bc0653e,sETH
342,42609,165082,113000000000000000735,1620640272540000000000,69725528801587262,0xb2a0465499baba692f36362fd7e80f0da818b92a,sETH
367,42636,165185,51000000000000000795,1618566200000000000000,31509369218262434,0x48069a525e5e7712c537866451938dd44d1c13ac,sETH
528,42830,165947,102000000000000000860,1618200000000000000000,63032999629217649,0xe66fe5f95a5d515c48262029b8a280f9b19fcc1c,sETH
572,42883,166146,101000000000000000573,1615008377500000000000,62538375284681766,0xfee4e850176a50623b2cf7433c51f44c7ba1b665,sETH
590,42911,166247,100200000000000000647,1609570000000000000000,62252651329237001,0x5ab94630092d7576d7833012d4d218e0c6cd6766,sETH
178,41152,159312,101183924165499446366,1633060000000000000000,62177330751256973,0x98c3d15845a471cacddb1a17885479641a6f0ce9,sETH
179,41150,159307,102221956588141947996,1635695000000000000000,62815941712974287,0xddf9db63f6f145df73e16f6be12e8d7913cf69c8,sETH
334,41367,160177,101000000000000000868,1647040576840000000000,61322107919027630,0xc2d41306398032071c4186580f136cced1a5848c,sETH
822,42653,165249,88341397041786159197,1618481647600000000000,67964935013699935,0x38b491ee5692fd41e3ccbd14a6fcf9f405f7a5e8,sETH
5,39653,153245,103900000000000001302,1556878577570000000000,66736097147774180,0xc36cc02dc7ec029381534177a2a009f86d09aa59,sETH
503,40301,155876,59450000000000000603,1533673219340000000000,77526293411556963,0xd95138e2d02e7580e6cddd2cdd87dcd724c3b72f,sETH
173,38670,149268,114670000000000000004,1572690000000000000000,69943854160705542,0x38345b9d3b617e6125082963af9fc4255157366e,sETH
612,39181,151284,109530000000000001031,1568920000000000000000,69812354995793284,0xc51548e8f9a4bd8d76b8ec67fe4814a23c949b76,sETH
888,39510,152660,54999752604480741498,1571145723710000000000,35006300924224026,0x976e284e7639fa019842f081f7d05aa23dcc9f68,sETH
312,37556,144849,103023010978135884333,1626611800000000000000,-62092258275760694,0xa6ea86902726857aa4f0eedd50992470df81c56c,sETH
85,37488,144588,101000000000000000728,1616480000000000000000,62481441156092249,0x2d1940069663a291e891244cd5509107f5d28732,sETH
961,37095,142960,100670000000000000765,1626515000000000000000,61893065849377349,0x32864dc720acc53b5d7112d79bd9521f4e4a6637,sETH
392,32541,124584,118033015213044013002,1312960000000000000000,327167683747511177,0x33ec0e01e2dd454d658e3ae748779f390024a5cd,sETH
570,32763,125427,109111223173828054458,1308255000000000000000,83653065953675492,0xb3dd225131d1ea7a2abd98279a7077ced9595911,sETH
156,30995,121388,40001000000000000000,1278840000000000000000,77494993516507968,0xa903bb753d03ae3b58b6b5c55c300af472287a80,sETH
465,31417,120083,100816361643832526343,1288245027480000000000,77624984274625891,0x368d2789972a8e046fdc86668038e5b1ffc07019,sETH
912,31967,122311,98543975550000000000,1302927000000000000000,100000000000000000,0x5c189d298cb4fa82de5de4f78a566d63a01f8ffa,sETH
334,28784,109584,51688000000000000003,1322270000000000000000,78652620115407594,0x841754f383cfcfeb55f94b6967f071e22a474fe0,sETH
417,28884,110011,109670000000000000002,1329292628290000000000,82750778616371198,0xa6be72954fcfe1cd3be370ed7c573024a55d34ef,sETH
507,28990,110444,54173711791723476051,1314920000000000000000,209464760410398592,0x38430336153468dcf36af5cea7d6bc472425633a,sETH
330,28210,107184,99650000000000000005,1292030000000000000000,77397583647438526,0x604f8124e4f6020160e04b5fa6a3b1f13cce7fcc,sETH
722,28021,106449,51943086041072958988,1295090000000000000000,80780873602065502,0xa4b5e87469e5db62bf7cb2a5a26a45bb89bc7440,sETH
884,28217,111943,51538399881629053076,1286192888790000000000,9280176817499591,0xb548a46a1cf3ecdd2e928a6a80f02d7fdd559d46,sETH
102,25937,666743,40011439229239537835,1583818456630000000000,113257979024622284,0x60c56ef505b8c9d7ac1c7f180a9006a5ea3c3875,sETH
613,26540,100565,106983074865369462962,1325697918660000000000,-80942263184162435,0xf188ccdd5107fc2c04ede0ec04afbbf45dae275d,sETH
680,26625,100914,168427648156957514379,1328200000000000000000,127254340770136763,0x6127826f7be65586113596dcc87434f92cae826f,sETH
688,26634,100950,107722000000000000002,1327055365060000000000,81383190817450942,0x05f8c3348424c3dc543c578f82efe6b34589237f,sETH
244,23530,88540,59982000000000000001,1316955394500000000000,4555962962039410,0x554401fbd75b1df06d2a2ae56d95f5bff295e544,sETH
262,22170,97832,170441023522172275719,1339400000000000000000,205056466935166061,0xbfe1efa782028779a9559e9ef6af483822b0fed4,sETH
401,22373,83992,99871293785680514272,1315870000000000000000,-76831297924567030,0x6dea5ca028a9e348f07ce92eca22c4499e802cf7,sETH
480,22474,84387,99820977344824283166,1312373700000000000000,-78483742854645750,0x775fc73765b2cb33501550212c1c81d010fdd987,sETH
672,22718,85354,50539401803697402179,1294287300000000000000,78567515288745770,0x1ea41a823c1ca8e1c59587ff1ec3fdd37c4c4636,sETH
737,22797,85679,159572311118487960896,1290580000000000000000,92981450200684960,0xcf2b7c6bc98bfe0d6138a25a3b6162b51f75e05d,sETH
777,22845,85868,109611359000000000000,1295470000000000000000,100000000000000000,0x7fcc3b4a05826c14afafe6830f3511e9dde48171,sETH
268,20888,78025,108922567593994764032,1343630000000000000000,81328536579933110,0x813e372eb82008b31503027aaacddbd5bd228f89,sETH
194,19460,72286,104685000000000000044,1389190000000000000000,75583613472599130,0x22b1726b3336bdcc01ab7caffb7fda662d0da002,sETH
270,19584,73072,47565850784612306109,1384570000000000000000,101000000000000000,0x1799c3ad040b1a2628dcb093025d8980ec722c52,sETH
318,19629,92197,40001000000000000000,1344110000000000000000,75554788014851910,0xedc2fdcc98b72e6e0406e795e485f1665ec8cfc6,sETH
511,19922,74121,100750543777665443882,1289800000000000000000,-78100835137643060,0x3c5c18b07fc1f84fedda417d99afb9954936f055,sETH
631,20565,76734,108525439791325906501,1338721766160000000000,-89517753693297670,0x0ae2b017fea73623942698084c6a5339ed204281,sETH
650,20134,75126,40001000000000000000,1293290000000000000000,-6375734762911900,0x4f1b38512defc7ce6083ce30fec91cc967e538e4,sETH
994,20546,76672,101679218861707749216,1349000000000000000000,79263933356128190,0x15f0956df7f8170ce682398de876a6ae47bbfd00,sETH
33,17863,65919,98919762924930759382,1342347700000000000000,-81945981655870530,0x919de5aefa1b7a970574979162aa284040e0c3cb,sETH
159,18019,66542,100417369647388540077,1341960000000000000000,75100466999958160,0x7c78e30dd716443fe51b9746799afd2d006db8ff,sETH
901,19059,70628,74514077316396606956,1296130000000000000000,125000000000000000,0x2e811936373126d2f6ef6bcac0fc4ccf27b963bc,sETH
0,16208,59451,246250000000000000194,1337145000000000000000,934827561707967300,0x8ab83d869f2bc250b781d26f6584fd5c562fdd9d,sETH
3,16213,59470,54667000000000000006,1346008200000000000000,82466065214164370,0x22b908c2fea7a1e6043ffcdbc77d660d4d326961,sETH
52,16304,59802,99572932881767581434,1346202157410000000000,-75210365626628940,0x00000000051cbce3fd04148cce2c0adc7c651829,sETH
294,16687,61283,69677702364085667201,1304231100000000000000,82372322899505770,0x1b1b81510ac3e07cb836656385c73722b939e135,sETH
481,16991,62455,123646321376672182806,1343330000000000000000,75186290784840650,0x06d13d1562eb9da28c59e86e9bfc2a87d13afb01,sETH
578,46479,181014,101000000000000000953,1261435000000000000000,80067542124643758,0x0e0327e389ce9b0fab717444a8de024f7e26e047,sETH
625,46534,181234,99997273064902925466,1258991296070000000000,397820198424936952,0xcfff0655a8937ec07a6a7ac73161304f94f2b448,sETH
697,166713,671421,44010721651710173047,1554380000000000000000,65122186739544178,0xc9ffe256551f3692991267485951fa7d26273bb4,sETH
703,168036,671465,6333333333333333334735,1546197416390000000000,12288210935160169570,0xa1821e2110d91ba452694ccd168b619903221afb,sETH
773,168154,672177,50000000000000000087,1630004600000000000000,30674760058959342,0x7aa28860661fb477d8d911fc82ee538903374147,sETH
787,157737,672434,234787949421719428356,1618573620980000000000,999530451531927236,0xef44b84c29421a1a715d058742dd06549a2f3cea,sETH
73,44710,173632,80000000000000000077,1211716871450000000000,66022023696235297,0xb3391d3a3c7c1a205f9d5fd6600bf51c75c7edc5,sETH
127,44769,173896,106159346983385168293,1203067313710000000000,88410736855721912,0x0d25dadbd0790dad1650adabae91af8471d0e6d4,sETH
758,45524,177129,50000177030224355231,1315124700000000000000,38093056707737364,0xe9ce9c8179797e39d1a9d0dfd5cf0ab95c841346,sETH
19,7261,23929,54441275805364938124,1347251793820000000000,7398255491355138,0x1f5e6c1d34a009b6c1cfe971a81295bf4cb331b4,sETH
44,7602,25404,49992089277627276051,1174551278880000000000,1702777933975868,0x07cb7ae80cefc667cb0efdbb38c05bc5e8cb6a3f,sETH
177,8765,30191,53714242503521215107,1218670000000000000000,89037406896631130,0x5c5d7c712762759608c29c398abed002b5cf34ea,sETH
181,8785,30252,40001000000000000000,1239550000000000000000,-41143963535153890,0x4711023dec6d37d7efc1dee12b15c309e823fdf0,sETH
184,8801,30298,40001000000000000000,1200478500000000000000,44149062228103210,0xc78bdfe2e9d2042e2b186fa6fe6ed31bf0c5817e,sETH
191,8868,94723,239587586155067426690,1369130000000000000000,38614079240598120,0x4a70836fcbe8eccc604ab3c0b17faecd307a31b0,sETH
209,14765,53545,104214853886605259183,1709410000000000000000,123061777012060100,0x740edbf3ec1fcc234cacf819a65a8ca5f35132bd,sETH
222,24059,90660,40001000000000000000,1339658422680000000000,7464589354049594,0x2aa828f814396ea8eb31bea4bd6a70712fa41830,sETH
335,14981,54379,213897316061153110842,1761850000000000000000,-10000000000000000,0x0475ab63dd595bf76edb0a4e3b4314c44bdeca19,sETH
438,15182,129118,105310837567149100634,1334730000000000000000,-8708778448676265,0x478979f1a9b50622c511f4a67db1e1575d895b12,sETH
636,15625,57071,59790000000000000007,1433810000000000000000,41846548705895480,0x6fac2bcca1f5397bf2bc96aa4ae8f35728882761,sETH
637,15626,57073,56584002089896568186,1433700000000000000000,59609457241918180,0x13d1cb34eca27e88a61a50dc42a02063d7a27020,sETH
699,15792,57858,40001000000000000000,1315931758360000000000,56207910417164000,0x9833cb831b0da1e89a1c04e0c115c98e296fb107,sETH
764,44364,172203,197000000000000000001,1319300000000000000000,757977715455165618,0xb77b404edd534a964cbcc6633cdf8c4f00b576c3,sETH
830,44894,174400,110000000000000001108,1159064750000000000000,-94904102639649769,0x84fee015d0f16a3f00d52d4946edcaa453c825cb,sETH
31,1253,4580,51234260015077741018,3064955000000000000000,16313453215463200,0x39032520c46c965f0995dafaf2a26c1c12546690,sETH
41,1257,4586,54862499999999999967,3064955000000000000000,17944798537009520,0xcf7b71c9a5998915461fce846ef9474ac91335fe,sETH
43,1266,4608,91742973838327372153,3027323785510000000000,-3303247590450700,0x27df3942d1d89bb64dc84d72aae0af8841ed6459,sETH
51,1291,4686,52876783231998227275,3016260000000000000000,17239893112662700,0x176163c7f210ecfaffea1a608ab24174b58d753c,sETH
52,1292,4688,53841000000000000019,3013800000000000000000,17585772114937950,0x01ca53994ff5e3bb3f667a18e04f4f0679a7e9a0,sETH
121,1495,5411,50849999999999999971,2850390000000000000000,17541459238911170,0x8b07ca4130ae11a617a5d159ea4894653dfc35a8,sETH
128,3739,11887,829966011732093894172,2737980000000000000000,304042908252765800,0x3bc7d7a271b5c3167ecbc43d66053886ffaffa01,sETH
159,1569,5657,99637488310838260737,2853944700000000000000,-35039221327589140,0x46f8b8d97aa29ed884cc3e51b5878e8f8d15ac07,sETH
230,19569,72717,80385566231601303297,1387875999160000000000,20636280383499160,0x3dec3c07d209914f3cc13c7492ac12e559c9dd7f,sETH
267,6724,22027,68948460943431594746,1747986700000000000000,39592700499629010,0xa8fe4420e9adcc56a630f0a0c802f6e47c02c330,sETH
341,1889,6665,148043511795352013322,2920870000000000000000,-85152335143778400,0xa9be2323ef9bdaad5f17462c39a7db114ffe1f0a,sETH
393,2124,7236,57467153878944758441,2879696000000000000000,3472588773259399,0x6a55de73f6e46a675ec047a50ee9ccf07a78a48f,sETH
490,2537,8339,99553217172764832065,2839020000000000000000,-45790448816845250,0xa39393b9ad6d0070a1e7b2c14f474eab74cf7d01,sETH
513,2644,8598,59700000000000000017,2825680000000000000000,-42467653803686190,0x0a4e9bbeae04e1756575bf4a003236cd67d3804e,sETH
516,2646,8601,59699999999999999982,2828023300000000000000,-42432465107341940,0xd6d139a504960cad9111ad7a9c02458adb626212,sETH
529,3776,12021,54798073705945744018,2675724774760000000000,22610696201154160,0xf30a7065824147f9969fe9e44f5500fca35d2e96,sETH
553,2787,9024,49875000000000000002,2794402200000000000000,-17892914627679580,0x4dc4c5a9cd82e43ac537d988e523a721625b258e,sETH
555,2788,9030,49875000000000000002,2794402200000000000000,-17892914627679580,0xc338de4c96f4631366f6a5d416783b2376615fec,sETH
563,2830,9176,49874999999999999970,2782340000000000000000,-17970485274984370,0x7c2f08a652b3e1ec84e17874a8291dca74dd4bb2,sETH
564,2831,9178,49874999999999999970,2782340000000000000000,-17970485274984370,0x4b2f5ab62f2113d4596f1ca4f2c7c52d9a572427,sETH
565,2833,9182,49874999999999999970,2782340000000000000000,-17970485274984370,0xce942c6f783f6161036e56ad09820e0d76c39f0a,sETH
675,3443,11025,51844000000000000037,2813030000000000000000,18485405416934760,0x57b6771cdd64e00584e476b99821d8613fc43030,sETH
854,17921,66149,101234999999999999805,1337400000000000000000,190668461193360300,0x7f7eceede5f97179883ef8f30edf24c50aa5c597,sETH
858,6546,21388,51861297454884583367,1819780000000000000000,-28574882678125930,0x9c445d97387f44bc0ddbb35031093ec366c7f55e,sETH
887,6613,21649,59690757327437988910,1910659600000000000000,-62805535847411030,0x90544db0a28b6921792686ed7f63e3a5fd6a9141,sETH
910,6725,22030,99675686674118389080,1747986700000000000000,-57208673269653600,0x802d3f5750014db45e34acfc3d1df688d5ff837f,sETH
969,6971,22895,119344204589197010177,1676580000000000000000,143148552410263800,0xdc03ede03a2f2949cc58396afdab18f88461f344,sETH
225,14113,51417,39915156081872997349,1658780000000000000000,1154574525278710,0x761390c3c7b3a818855cccc983da837ffca6a963,sETH
548,14705,53318,49982500000000000002,1714376269730000000000,2916512604778097,0xb9afffcb8b000e6fd158176fc0811d21bf2d2e1e,sETH
601,475,1756,195000000000000000509,3486440000000000000000,-573651059533506900,0x586634c272dfa3894ee9b99836541dee35660f34,sETH
772,681,21787,457365964049016001750,1869910000000000000000,85974213602244710,0xadab4df3d8fb2927f59487c2fd90df17a3ae20ce,sETH
773,683,21790,457286281936880945268,1868762165360000000000,86131747663094800,0x40a0086369bc0c4a8d8aaed28b327fb8a4f6cb45,sETH
774,684,21788,548641226251446698592,1864417900000000000000,92630888451365190,0xa60f492f5d52e0461b55d37ba4ce95c9d5eff62b,sETH
784,2962,9596,49850000000000000030,2845740000000000000000,17570122358332100,0x253956aedc059947e700071bc6d74bd8e34fe2ab,sETH
986,1121,4115,119699999999999999967,3100050000000000000000,38709053079789040,0x598d91105d59a249313f6a00b5b280bf25c1ba17,sETH
987,1123,4119,109724999999999999994,3103590000000000000000,35442825888728860,0x6c4e7f9ba696ffcfee9f44a79d01e02db734916f,sETH
989,1126,4125,141997190356738865067,3104560000000000000000,45094957095369390,0x42414f98db86547d20946006207243dcdf1f1871,sETH
990,1127,4127,135487976753053151442,3104560000000000000000,41873888731414440,0x8d850a90b09f536832cdca9e85ad7ab2f66c5dab,sETH
993,1130,4138,155609999999999999994,3099910000000000000000,50324041665725780,0xe10cf9c854cd5f692ee24bb65551b448483336f2,sETH
32,7583,34745,203154840330702571553,1350953423190000000000,-166524148813382200,0x387dfc90ad6b87ce3ecbed97f665348ff69da5db,sETH
300,18723,69290,158074204733687008184,1308527100000000000000,613213995054327000,0xdd6a1e4aa603054a7a3b400b002d111d70d61afd,sETH
394,11559,41099,40001000000000000000,1771613800000000000000,-25000,0x2f206d74d7cfcc6a9f556825034eb110a572ad62,sETH
408,11586,40864,51636000000000000010,1710414600000000000000,60803971154128360,0xb975b3ef2abf890a15a9e4283fe26fd8a1ba52f3,sETH
412,11594,40905,50642999999999999976,1729703100000000000000,58969657856310720,0x557bf186d3340a71eae627807a7b84c11cebb78b,sETH
618,12476,44563,69789999999999999982,1744250000000000000000,40131861831732840,0x654d34445eb7fe967aa95aafc0c614592f43a33e,sETH
690,12845,46194,70350114769512543449,1632636087340000000000,-43241237612227854,0x8e3125b97b641dcf7ca53b899321f2ad51ca79da,sETH
702,12888,46353,150821576647599271662,1660200000000000000000,182971654063202400,0x88bfed09d3bb21eef3133f260aee5c9c5a7d508c,sETH
784,13268,48054,70348858404161927319,1589320000000000000000,2388253961581981,0x61995ca4b73053e83393b0c127829a00b3c9684b,sETH
910,13598,49321,52236148219799458930,1564440000000000000000,51136508910536680,0x91831208ef824bbb986996312f2f0d92cca7bb90,sETH
17,4655,15175,2104654065524420992895,2117330000000000000000,1502055394916243000,0x5b97d8182b3f7f0b5238f48d210e8d75ecbf72bb,sETH
182,5161,16863,58973316757599674864,1978988000000000000000,37898158048457090,0x4f45f8c3b92b69a17eaa77b2c69975373ade2897,sETH
183,5163,16866,59726111391035659171,1979154128540000000000,40421308702731060,0xc704e3c30511b07fd4da37584fd34d9cb48437b6,sETH
202,5197,16981,119426832077939419342,1967347359270000000000,91493756378024900,0x98f4850f5428d647fc9024d42c7f729ed1293a67,sETH
207,5214,17038,50745000000000000006,1973104734800000000000,-51695177757676930,0x15bcffed6c0d50da1639fd48c6831ff75573651b,sETH
293,5435,17750,53249020447297474649,1941940000000000000000,-138996641185809400,0x16c50548a5c4887bfb88a40048b7823fe6fd511d,sETH
310,5511,18013,54508328635681152132,1854770000000000000000,-58937860112258780,0x54c375c481f95ba43e2cecd6ef30631f55518f57,sETH
406,25783,97548,144630613514661077581,1332247000000000000000,108942710030343700,0x38daea6f17e4308b0da9647db9ca6d84a3a7e195,sETH
590,6098,19993,112825953771382645393,1813940000000000000000,5512861505893248,0x79da9e5215fc7b237bb8a372e323b3a701916b6f,sETH
672,6334,20690,51335933576528082596,1757266800000000000000,-5690655511160855,0x66d3b30c0b05af2874242c03352ff4c95b87d97a,sETH
675,6347,20726,50586985313453695546,1751428223590000000000,-5709625930032372,0xa31af9cfe02ff93c6384edd1822080e2b83d0c12,sETH
763,9160,31580,41241692818722962090,1036640000000000000000,-34656446061867780,0x258a0f19bec50009a3ecbf74846a8ccfbab6ea01,sETH
936,9578,33161,53973015374674910138,1164100000000000000000,236234000515419600,0x551a0a7ac350fbad67c87479cbb5e6de10d0bb32,sETH
950,159462,636783,1563024676084610121352,1554994100000000000000,2024400000000000000,0x52d60cf2c2434d696d3cc4d5dd99d3a187d0faa1,sETH
404,168424,673649,4862446952771712820985,1569320788050000000000,9393900000000000000,0x8a8feacc614fa4b59cc2501f680c28e98e57bd14,sETH
415,13192,673786,272800013544191167047,1585574967090000000000,-159200000000000000,0xd7ddee93bbd141863d9e2c2746f210e0887c8c9b,sETH
439,168476,673923,50240000000000001006,1582901200000000000000,31739188775648157,0xe9ce6902deb983279f293902c3910e0b7c6704a2,sETH
553,168653,674897,150000000000000001158,1627870000000000000000,184289900299163938,0xd287d1ffa9e8efa3e3644c783b2832cd3cc547be,sETH
595,168742,675370,50000000000000001625,1678443294120000000000,59579016074194829,0xb09a9fd8b445da63126413b110c54271b7f7c3b1,sETH
648,168841,675942,500000000000000000217,1539040000000000000000,-649755691859860692,0x86cf85c4dd3bade96cf84255353fecfa05dd01a8,sETH
672,53124,676242,125729214721883911143,1486759123290000000000,426533795194290807,0x3befdf05430bcb598068684bb14b3c4eda307adb,sETH
769,1662,13615,76775166838416106525,2394000000000000000000,26182765230288310,0xadeaa590811861c17f4461c100638332dbb16ec7,sETH
799,37600,144994,102743708063878666437,1638550000000000000000,62924276996817086,0x45de903875280e40e67d2c97e38f9a1351297ffb,sETH
860,4391,14207,99775581722921085182,2325460000000000000000,21501122358587120,0xd2a0ce7b617bc6268b2d32707a5bb17f4ed8fd21,sETH
899,4465,14465,128600305768587665380,2206097570900000000000,45277871201118690,0xce20c93b148b568037c9c2a568dc14c73d8ef28b,sETH
993,4600,15027,52643983612916709418,2121274577870000000000,24941018043042630,0xd322802175c8b74f4526c9f82b964087fa0cd5e1,sETH
57,2936,13319,168226289890991218341,5.51586986e+18,154815200000000000000,0x58c86e2eef4c7c90b567c3fb2e210c69977e260a,sLINK
156,3084,14008,87882000000000000003,6.7156476e+18,65430770965409203425,0x33f465ea357f40bda7e5acd88dde62faa03d5ef2,sLINK
293,161,1022,50795570752864158056,1.789579141e+19,2855828536054695000,0x8c05876537dcd3e353787561e7a4ba2661c54fd2,sLINK
394,355,2447,51433483254925543123,8.64816746e+18,11997639676189180000,0x70bb8f8c244fc7efcf569f7d1c0c5e2b242264e9,sLINK
403,377,2529,1017963472991868624114,7.14505219e+18,-139470013947001400000,0x68924bc68ff1357a0a08a20c64d538d9b9241574,sLINK
458,631,3490,48247802250280215702,9.28e+18,-27003672499459930000,0xfbbb7f86bf27d9e6b8cbf6f91a8fececa1b40940,sLINK
583,1433,6883,199300000000000000101,9.171395e+18,21806933405441590000,0x8b669fed29ef8c606ce47e94774d2fea40c86e36,sLINK
907,2316,10507,52831382050879749334,7.641e+18,13785635070780872855,0x40f3244b3edf43dbfe884621a28dce0ccb4eace6,sLINK
910,2320,10517,102000000000000000004,7.2793797e+18,14012182933663976890,0x2cfd2f9aa6586f5170643b72975b4fc13b9d56a7,sLINK
201,2364,10745,40001537360046708594,16890000000000000000,-13439091210417222,0x2e903d666b07e26dfb73382a068b5c7c9392132c,sSOL
49,3668,21022,40000999969199226200,20974380000000000000,-2000000000000000000,0x0ba6124112df93c7837587436c49c2a53158da5e,sSOL
331,4128,19102,100503210231545429340,23191042140000000000,-4324063320908631456,0xf18cfa74602ee59f60bbd56d0506cabb34c90cc3,sSOL
411,4426,20974,91350963126937212727,23850000000000000000,3830228775803109340,0xf20558c04bffc68051bb4abbb80f63a8a9d94e47,sSOL
451,49,207,49272102278347681513,101703500000000000000,-984423703334924300,0x1b366f42d0478aff04c77105b4e994fa574dadca,sSOL
512,122,504,97012189374566241155,82300000000000000000,-6804374240583232000,0xee34e8298e388fabaa0deb85b54f0f64e7aea88c,sSOL
699,568,2132,40001000000000000000,28850000000000000000,340817994132191100,0x1f5e6c1d34a009b6c1cfe971a81295bf4cb331b4,sSOL
776,1115,4482,40001000000000000000,37103425000000000000,2304900181500000,0xb47f61556ee7f1ad905f6a4b425c50d491c5bd99,sSOL
862,1554,6261,49982500000000000005,44170000000000000000,-113199003848766100,0x9fbdacf1f53d7e3893243ca16d18a50191228c8b,sSOL
921,2595,10623,40001000000000000000,14110000000000000000,-15833110916714949,0xe16dbb62bf2c69c885078db0ec071da5307cc87c,sSOL
210,602,2218,199909945903809064627,20680000000000000000,-1000000000000000000,0xa7a372c422ccb352feb8ae8752e4a3b90e404cb4,sAVAX
328,1093,4153,54351895607956920400,16840000000000000000,6532066508313539000,0x16d88eae0591604778491ba1be869852ca7ac696,sAVAX
329,1094,4155,54351895607956920400,16840000000000000000,6532066508313539000,0xee98c1feb5946b83ffcb787048c90dd392217be2,sAVAX
413,1219,4695,588017046070551194380,15725813010000000000,-45216798929780999647,0x50ed0dbd008b3c012c5b5490c9b5a1710bf1dfa7,sAVAX
537,1384,5433,999128620068200000000,12448284740000000000,-20000000000000000000,0xf37093e34577b69c4c5e89c5990cbbf22ff78c57,sAVAX
58,702,2435,50642999999999999990,8313121450000000000,12269759393446610000,0x7e62fd76cafc0d395005e3ed5dea9a38dae35a19,sUNI
67,1038,3907,112453169332005274209,6906930070000000000,-32991300000000000000,0x9fb75923cc5e5ca5c6f3af2ff25f144150962a7f,sUNI
140,651,2222,99081377601991666603,8907000000000000000,22454249466711580000,0x387086921d14c749741b4c76b66606b2b53c99bd,sUNI
210,788,2914,96277889929233646777,955042400000000000,326500560972869000000,0x9b083b6aea9103edc90166431f38b9114e3d58dd,sMATIC
425,1195,4608,87500000000000000001,926600000000000000,377725016188214979494,0xf94dfdeb34c92b94d5cfd8aa0aa8e6366a2cb8e8,sMATIC
640,1541,6140,201346142093723678326,860800000000000000,1190752788104089219330,0x04dcaaa85569cbfd5bcae97d7db72d8334fc51e5,sMATIC
771,1762,7247,135195613082069515288,855622260000000000,447312947112900031375,0x4f84e5b02f666ff125b3a1d0e8d2bd043669b797,sMATIC
9,92,325,99498970487379715535,1865320000000000000000,107357770144759600,0xde910777c787903f78c89e7a0bf7f4c435cbb1fe,sXAU
13,7,32,99700000000000000119,1966465000000000000000,101705344361582800,0x473c6494180ad9cd726f8a7a51cf8e88bbf72bc6,sXAU
100,83,285,135189063557732628391,1916980000000000000000,-141468195923865500,0x77fe98302a956eff00c74f094ed5e9e6b8235853,sXAU
121,106,367,49625000000000000021,1868875000000000000000,133770316366798200,0x8a28867c17fb72065862a645c8a8122e4af7043c,sXAU
122,107,369,49625000000000000021,1868875000000000000000,133770316366798200,0x38f884a788d6b4e58744ea1471ccb5fad376ed40,sXAU
123,108,371,49625000000000000021,1868875000000000000000,133770316366798200,0x013d4fdd7539b43322df7a5fa15dbd7eff46050c,sXAU
124,109,373,49625000000000000021,1868875000000000000000,133770316366798200,0x57a0c090c7f6d5493154edd2364c21c0a63c9fef,sXAU
130,140,474,99850000000000000009,1838270000000000000000,54398972947390750,0x4d6d474dcfe25938e9e39ad797c18a3e6502e100,sXAU
